condition,area,convex_area,eccentricity,equivalent_diameter,extent,major_axis_length,minor_axis_length,orientation,perimeter,solidity,mean_intensity_w2,max_intensity_w2,min_intensity_w2,mean_intensity_w3,max_intensity_w3,min_intensity_w3,mean_intensity_w4,max_intensity_w4,min_intensity_w4,mean_intensity_w5,max_intensity_w5,min_intensity_w5,1,2,3,4,5,6,7,8,9,10
Indomethacin 0.01,324.7514208794496,360.88094525874965,0.7869517757536821,19.66311522711745,0.6094440520074381,28.01895590846232,15.152348507096113,0.02427694678442163,75.14668893995143,0.9069048863115686,0.11681536328165568,0.2678309373405361,0.04593326412228097,0.09370541840920592,0.21785703811886636,0.03854850345762029,0.08910312713459101,0.1829523792765683,0.03296029749021965,0.10578889117438597,0.19865566328236353,0.05608294768700198,0.08764582710140592,0.06999700867484296,0.06162129823511816,0.06580915345498056,0.07927011666168113,0.11456775351480707,0.13341310200418785,0.13550702961411906,0.1510619204307508,0.10110679030810649
Indomethacin 0.03,304.7871728501582,337.10324992809893,0.7805682752588722,19.04328874145601,0.611623114361858,26.80537923229381,14.790238654341339,0.06311161190459073,72.12014313799457,0.9081395600191121,0.12438082753384677,0.2914564617909271,0.046178528932424384,0.0999082499774998,0.22867358044742206,0.041314633417359276,0.09553216735739035,0.1996258325015367,0.034051498079818845,0.11385373807934486,0.21298166663846954,0.059269316009406485,0.09002013229795801,0.06873741731377625,0.057808455565142365,0.058958872591314354,0.07679033649698015,0.11849295369571469,0.13459879206212252,0.1348863963186655,0.16709807305148117,0.09260857060684498
Indomethacin 0.1,295.9003359462486,327.9708846584546,0.7859669771596265,18.792962255413883,0.6076615714289179,26.738975328974767,14.489175733036909,0.021243649520121793,71.49089987767024,0.9069650051129184,0.1190702228994124,0.2693133412379502,0.049353632830512154,0.09792659702309488,0.22568808598467296,0.041809114463254915,0.09019418598516656,0.18171919943789386,0.036244867487868815,0.10960377094712413,0.20325983136815692,0.06083371758557866,0.08846584546472565,0.07334826427771557,0.05711086226203808,0.07334826427771557,0.07698768197088465,0.12430011198208286,0.1265397536394177,0.12038073908174692,0.16545352743561031,0.0940649496080627
Indomethacin 0.3,336.33143759873616,374.46666666666664,0.7871767894439999,19.959419614999927,0.6101636568050616,28.64754671038749,15.308549532207454,0.010965369616017748,76.62142829769284,0.9056129418017805,0.115395099163375,0.272924449400612,0.0413827711179262,0.0947104925195788,0.2153802310813744,0.03783570300158005,0.08859120631157755,0.18661029024564077,0.029817551033051583,0.10682372329181943,0.20251091905956642,0.052974011089427966,0.08909952606635071,0.06919431279620854,0.06413902053712481,0.06951026856240126,0.06761453396524486,0.11721958925750395,0.14218009478672985,0.12164296998420221,0.16492890995260664,0.09447077409162717
Indomethacin 1.0,321.2175245098039,355.8452818627451,0.7819278632351431,19.492261564716173,0.6103230751764317,27.587713390478033,15.115450737826478,0.041569647253685206,74.16725058681388,0.9063553830896259,0.12042019538118998,0.2852760957324101,0.043240580545944284,0.09861454931200271,0.22773332372164556,0.039305195117262805,0.09299464313594007,0.19558763456362946,0.031709558823529695,0.11148143249338016,0.21208189158016075,0.056046051999231496,0.08394607843137254,0.06096813725490196,0.06066176470588235,0.0625,0.0818014705882353,0.11121323529411764,0.14307598039215685,0.13388480392156862,0.16911764705882354,0.09283088235294118
Indomethacin 10.0,355.32935811995793,398.2900736583655,0.7915253238455561,20.466295690466865,0.6006269556397111,29.556204462367113,15.693376897665143,-0.08077196127420891,79.30077459717359,0.8996334780375019,0.12016903151853219,0.28617581722271346,0.04120501234516981,0.09789742589122402,0.22711226195143144,0.03633675146663374,0.09092606546377888,0.19562692141044455,0.02883955406083863,0.10920151119321975,0.21210720696556376,0.05039717746095313,0.08593475973342687,0.06524026657313224,0.06524026657313224,0.0796211855489302,0.08102420203437391,0.13258505787443003,0.12346545071904595,0.11925640126271483,0.15748860049105576,0.09014380918975798
Indomethacin 3.0,329.42232558139534,366.15131782945735,0.7895882326027076,19.799388108903884,0.6026942433247744,28.31051900506712,15.228690796702752,-0.031653508181230194,75.88317757734734,0.9049749607579972,0.1166667372447065,0.2705751633986922,0.04428271773825845,0.09568695528638793,0.22169539443684322,0.03928621371029069,0.0886756640716803,0.18458853929168614,0.03174129806961566,0.10674450993063973,0.20106885544915631,0.05566560267517904,0.09457364341085271,0.07689922480620155,0.06325581395348837,0.07410852713178294,0.07596899224806201,0.11410852713178295,0.12930232558139534,0.1345736434108527,0.1516279069767442,0.08558139534883721
Irradiated,279.54170755642787,310.14744847890086,0.8131491329877938,18.326784804740093,0.5909239016545066,27.081051491972772,13.706076226006505,-0.023848704541494938,71.04568847728441,0.9038971451900939,0.10432838994199421,0.1820934114568288,0.05936640112374712,0.0956045766584383,0.2205230522041989,0.042731003098000625,0.08175956253731878,0.13115150378110105,0.045268092516692865,0.10170459275178696,0.17129009601877893,0.06690695414574095,0.10107948969578018,0.07924435721295388,0.08513248282630029,0.09102060843964671,0.07580961727183513,0.11064769381746811,0.11874386653581943,0.12217860647693818,0.12978410206084395,0.08635917566241413
Lopinavir 0.003,327.0138648180243,362.2319468515309,0.7865944597734524,19.792283111686956,0.6070458511184585,28.14535437838472,15.259292266546373,-0.024728379275597966,75.57375703311207,0.9081920314051442,0.11576021384214197,0.26388322515603463,0.04855206669611828,0.09430647934687642,0.22117896263069028,0.040114520678289134,0.08677192527689602,0.17719894428019634,0.03485319604444919,0.1051275051377162,0.19707609791461314,0.05877935229551131,0.09012131715771231,0.05834777585210861,0.06932409012131716,0.07625649913344887,0.0707683419988446,0.11900635470826113,0.14211438474870017,0.1291161178509532,0.14991334488734837,0.0950317735413056
Lopinavir 0.01,302.4146273637375,333.972191323693,0.7808230838609316,19.04297684400828,0.6106377221766136,26.80920436503193,14.779618213524179,-0.08295504786818723,72.1091544182594,0.9088786785128702,0.12233008538308222,0.2660347008658845,0.05269498789504704,0.10008737200796358,0.22488113154049186,0.0434589631180617,0.09402340432896111,0.18386387925581854,0.038684049815699846,0.11170829129156418,0.2028656568300282,0.06254225828262386,0.08704115684093437,0.06535038932146829,0.060066740823136816,0.06674082313681869,0.0792547274749722,0.1231924360400445,0.13014460511679643,0.12791991101223582,0.16768631813125695,0.09260289210233592
Lopinavir 0.03,326.76511071214844,361.7238180730102,0.789880921960191,19.75193001839007,0.6058680733105579,28.1485785042604,15.1761807057726,-0.08518367109294626,75.40036563795772,0.9081964062238278,0.11187715047847466,0.2534703887539442,0.04528666643198319,0.09372857355081138,0.21742205559662478,0.03919691155935777,0.08557364392116897,0.17215181704040125,0.0330546461552907,0.10292789023988362,0.19229033923563382,0.05567143075063707,0.0763016157989228,0.0718132854578097,0.06912028725314183,0.07959305804907241,0.07450628366247755,0.12627169359664872,0.13704368641532017,0.12327947336923997,0.1538001196888091,0.08827049670855774
Lopinavir 0.1,326.78931203931205,363.38667076167076,0.7827819390686881,19.683954393656414,0.6065400082966764,28.01153732974824,15.219405423343483,0.0636399003499012,75.24718595761543,0.9055261456407352,0.11421352713840176,0.2785966782290296,0.04069982415570688,0.09696262478717821,0.2236986317868669,0.03856771209712421,0.08734702269977832,0.189325890061185,0.029745989304812988,0.10690534140302965,0.2064312641518522,0.05335549453196548,0.08138820638820639,0.0648034398034398,0.06633906633906633,0.07033169533169534,0.08046683046683047,0.11302211302211303,0.1471130221130221,0.12837837837837837,0.15755528255528256,0.09060196560196561
Lopinavir 0.3,332.20668693009117,368.82188449848024,0.791446877874216,19.913554494805688,0.6000480673289851,28.53703815414267,15.27533713201655,0.008322430499940796,76.38868339013608,0.9064404937282832,0.11211401643209105,0.2569142976339464,0.04465820370701494,0.09684167955812312,0.22721199117945087,0.03983610465462814,0.0857342003226876,0.1743348828893267,0.03272215269086367,0.10640879619739796,0.20061743846474744,0.057159842660468696,0.08085106382978724,0.07021276595744681,0.05896656534954407,0.07537993920972644,0.07963525835866261,0.11854103343465046,0.12887537993920972,0.13069908814589665,0.1717325227963526,0.0851063829787234
Lopinavir 1.0,308.50753054845126,341.28900255754473,0.7790157358572705,19.19270696784158,0.6139127592530618,27.05763110857248,14.896376744572645,-0.043673771063009195,72.79945239298257,0.9074638240554671,0.1144388029018643,0.2639391761251244,0.04284026767854079,0.09514538179516782,0.21509536465907764,0.03932824053179118,0.08794746171215474,0.18073260563105673,0.031569797569496835,0.10598250216178016,0.198469652140481,0.05495461611754703,0.07871554418868996,0.05996021597044615,0.060528559249786874,0.0639386189258312,0.07161125319693094,0.12958226768968456,0.13697073032111395,0.12560386473429952,0.17391304347826086,0.09917590224495595
Lopinavir 10.0,308.58912224017234,339.8333333333333,0.764843913941686,19.26888495158008,0.6153562724639591,26.350525023997925,15.348653571802382,-0.02623142743582291,72.24213021742904,0.910916622933904,0.11315203762278404,0.22244950214873208,0.058723747980614076,0.09161335146597173,0.20996705628939746,0.04205259378926637,0.08789486297202925,0.15359186754938908,0.04568036153610636,0.10401955141760601,0.1856069245145555,0.06462721868499728,0.08562197092084006,0.05788906838987615,0.04334948842218632,0.041464728056004305,0.08077544426494346,0.12331717824448034,0.15078082929456113,0.13785675821217017,0.17393645665051158,0.1050080775444265
Lopinavir 3.0,297.1536530953709,328.91578360290015,0.7745453436492541,18.76046598562949,0.6103821423057835,26.2387182947974,14.670723990467847,0.00952978017551535,70.87482967190348,0.9069700870517662,0.12122804066551145,0.27223106197303154,0.0497184038143983,0.09875191505792782,0.22261080673206293,0.04233265531533337,0.09273450898167597,0.1846519143072748,0.03725954966481868,0.11262621293797521,0.20748088973458828,0.061246623579716705,0.08170663692136085,0.06497490239821528,0.05605131065253765,0.05828220858895705,0.07529280535415504,0.1316229782487451,0.14472950362520914,0.1369213608477412,0.15588399330730618,0.09453430005577244
Mock,290.56637396694214,322.55036157024796,0.816498473665287,18.646094683057,0.589168726468218,27.74670550435928,13.848005980907708,0.048245663597455746,72.55808168687604,0.9041882211822418,0.1028245217472121,0.17983866067087906,0.058579190973910567,0.08981784955051607,0.20927068141306077,0.04045839410144243,0.08096620263126612,0.13004881704748025,0.04469190568789541,0.09827569222469178,0.16482184816075107,0.0651616431696652,0.11079545454545454,0.07928719008264463,0.08109504132231404,0.09478305785123967,0.07799586776859505,0.10433884297520661,0.12551652892561985,0.10769628099173553,0.12835743801652894,0.09013429752066116
Nicotianamine 0.003,82.02274768033523,85.12780604609398,0.702981708369007,10.073506973700804,0.7488713727332207,12.375515804224706,8.33165732830991,-0.00902433097886656,32.06656093839615,0.9645020360115919,0.1380497213427097,0.24793973860121735,0.08638014918628309,0.08035383114473213,0.15037237882282503,0.04960825395707528,0.11066376310389356,0.1762654717678764,0.0717438127600642,0.1114804430583609,0.17440034978373337,0.08042854376111486,0.015264890751272074,0.02304699191858725,0.007183478000598623,0.0050882969170906915,0.24962586052080216,0.13109847351092488,0.15474408859622868,0.07632445375636038,0.3038012571086501,0.03382220891948518
Nicotianamine 0.01,320.66805225653206,355.4631828978622,0.7759637119543229,19.51732367424225,0.6112243152544954,27.412607240786887,15.224854322493682,-0.031216348473775427,74.10135869228775,0.9082089714669487,0.11700157241606397,0.2782573005449208,0.042461052116808985,0.09412390903148497,0.218701387918588,0.037576556750966855,0.08771060027205695,0.1862876088677756,0.030139490475525246,0.10666036217742436,0.20540030739136486,0.05391691118252528,0.08224465558194774,0.06175771971496437,0.06413301662707839,0.06561757719714964,0.06680522565320665,0.11965558194774346,0.14073634204275534,0.1342042755344418,0.17220902612826602,0.09263657957244656
Nicotianamine 0.03,306.4233661075766,338.91816078658184,0.7872970369072448,19.100662903230628,0.6040064437419794,27.206940915021864,14.688727148356712,-0.029006468390954825,72.73680423310618,0.9076719503043806,0.1194999454942694,0.2708493518865029,0.04775796958459514,0.09948175580072514,0.2313878587872392,0.04150988330554913,0.09133572152842849,0.18435767019358396,0.03543502421211406,0.11051630520927624,0.2056751040497169,0.06028050896471973,0.08559861191440139,0.06766917293233082,0.06969346443030654,0.07229612492770388,0.08444187391555813,0.1194331983805668,0.1229034123770966,0.1176980913823019,0.16310005783689993,0.09716599190283401
Nicotianamine 0.1,326.595120444719,362.18807906114887,0.7795218609654211,19.697172065581178,0.61282685950166,27.799112895894794,15.299776616492156,-0.07143129205449089,74.9588958830574,0.9077725626458791,0.11735588542297053,0.27383218883600285,0.04436289648657534,0.09461325891929166,0.21996966173745525,0.03855896280686486,0.09105913881492447,0.18863223485811903,0.03293669536993319,0.1077576852777017,0.2029678208528619,0.05620783829282205,0.08585546633724521,0.0670166769610871,0.053736874613959235,0.06454601605929586,0.07473749227918468,0.12353304508956146,0.14113650401482397,0.13588634959851761,0.16615194564546015,0.08739962940086474
Nicotianamine 0.3,307.6424344885883,340.37278106508876,0.7797663707819459,19.16262852196442,0.6130251199550147,26.952916836020446,14.913104162785544,0.06270282897982453,72.60637545930543,0.9080508740575394,0.1213244192389592,0.27575290471217917,0.04887264570522535,0.0995902659871298,0.23038110707793918,0.0412013326040478,0.09195744636212287,0.18696567384350246,0.035631688572865104,0.11137824584858926,0.20934452676534054,0.060042873165045293,0.0800225415610031,0.07100591715976332,0.05719921104536489,0.06677937447168217,0.0780501549732319,0.11552550014088475,0.14144829529444913,0.1341222879684418,0.15835446604677375,0.09749225133840518
Nicotianamine 1.0,334.06762988011064,370.34183830310485,0.785546567721025,20.00099898921476,0.6094237058477134,28.397239065103765,15.437704602206056,0.05308110115000512,76.37716972391446,0.9086088349130848,0.11276082676919261,0.2586511395212855,0.04463963882509699,0.0948804235252903,0.21902436966178987,0.03977113132372577,0.08759753657486587,0.17894100769726912,0.0326998306239189,0.1066015199868885,0.2002561737882977,0.05697485880303562,0.0768521364893944,0.0590224408238549,0.06670765447279435,0.07377805102981863,0.08269289886258838,0.12142637565324316,0.1306486320319705,0.1331079003996311,0.16723024900092223,0.08853366123578235
Nicotianamine 10.0,295.28963153384746,327.5938303341902,0.7932385949611671,18.692853622649174,0.6051046762732775,27.015176703206272,14.209372049277977,0.07585498782568864,71.56908482558022,0.9053451663146883,0.12719207129557777,0.29841081819760046,0.04546152079797971,0.09659062149691917,0.22268763546549697,0.039744666789880874,0.09479784261836466,0.20002296262692532,0.03262289205885158,0.11069544521026703,0.20733655930238287,0.05741832865679853,0.08911739502999143,0.0676949443016281,0.06483861753784632,0.0805484147386461,0.06740931162524993,0.12053698943159097,0.13453299057412169,0.12310768351899458,0.15509854327335046,0.0971151099685804
